ParentEduc,TestPrep,WklyStudyHours,ReadingScore,WritingScore,MathScore
6,1,1,65,71,61
1,1,2,53,60,70
2,2,3,73,68,63
3,1,2,35,42,55
5,1,2,78,71,74
3,2,1,77,74,72
3,1,1,74,76,69
3,1,3,81,82,77
5,2,2,84,88,95
4,2,2,87,98,100
1,2,2,91,89,93
4,1,2,65,68,61
4,2,2,72,74,62
3,1,2,72,76,77
4,1,3,81,86,81
3,1,1,63,65,53
5,2,2,73,75,66
6,1,2,87,84,97
5,1,2,85,80,74
1,2,2,60,61,61
3,2,1,82,81,89
3,1,2,74,65,71
5,2,1,74,80,73
5,1,2,72,78,62
3,1,2,70,75,90
1,1,2,91,85,70
1,2,3,55,56,69
3,1,1,98,98,88
5,1,2,47,56,49
2,1,2,61,59,57
4,1,1,94,95,81
5,2,2,73,76,72
1,2,2,59,69,80
4,1,2,86,83,82
1,1,3,56,41,63
5,2,3,74,77,61
3,1,3,66,67,60
3,1,2,65,67,79
3,2,2,69,69,73
5,1,2,81,85,79
4,2,2,60,61,60
2,1,2,62,62,48
4,1,2,49,45,54
2,1,3,79,69,66
1,2,2,74,76,72
4,1,2,46,45,46
3,2,2,60,63,62
2,2,2,88,90,84
1,2,3,82,90,87
1,1,1,65,65,59
3,1,1,56,51,58
4,1,1,56,53,49
4,1,1,59,58,72
6,1,2,70,68,71
2,1,2,78,72,75
3,1,2,81,78,63
4,1,3,80,75,94
3,1,2,62,58,49
3,1,3,74,67,76
2,1,2,54,47,41
6,1,2,93,86,78
3,1,2,48,48,52
3,1,2,82,80,83
5,1,1,62,55,60
1,2,2,80,85,86
4,1,2,86,83,80
4,2,2,100,95,100
4,2,1,68,65,56
3,2,2,77,76,81
6,1,2,60,59,62
1,2,3,46,46,33
1,2,2,85,79,87
4,1,1,83,81,83
3,1,3,84,85,83
2,1,2,63,64,58
5,1,3,59,67,52
4,1,1,63,50,58
2,1,2,43,41,32
1,1,2,72,71,85
1,1,2,69,64,51
1,2,2,70,72,65
3,1,3,76,83,65
1,1,1,86,83,71
3,2,2,65,68,76
3,1,2,31,36,28
4,2,1,75,80,60
4,2,2,75,77,77
3,1,2,43,47,36
1,2,1,76,72,53
3,1,2,72,74,59
5,1,1,69,69,71
4,1,2,62,60,73
1,1,2,96,88,83
1,1,3,75,77,68
1,2,2,86,89,95
1,1,1,63,54,46
1,1,2,62,58,71
4,1,1,66,65,66
1,1,1,65,63,57
4,2,2,68,70,56
2,1,2,55,51,64
4,2,1,70,68,64
5,1,1,63,64,79
2,2,2,65,65,72
6,1,2,76,78,77
3,1,3,100,96,95
3,1,3,48,51,52
5,1,2,58,59,37
3,1,2,59,60,44
2,1,1,70,63,48
4,1,2,61,52,71
3,1,1,78,72,71
2,1,1,46,47,46
5,2,2,96,100,85
1,1,2,53,53,50
6,2,2,72,75,55
2,1,3,51,49,58
3,1,1,84,84,74
1,1,3,66,58,59
4,2,1,92,94,81
4,1,2,88,90,86
2,1,2,49,39,57
3,1,2,70,73,82
2,2,2,76,80,78
3,1,1,53,50,45
3,1,1,98,91,90
1,1,1,72,69,68
2,2,2,89,87,79
3,1,1,68,65,66
3,1,2,55,58,58
1,1,1,70,65,53
4,1,3,90,90,79
3,1,3,95,87,79
6,1,2,100,100,91
3,2,3,65,75,53
5,1,2,72,74,70
3,2,1,81,84,67
1,2,3,76,78,66
1,1,2,67,61,76
4,1,2,75,78,73
4,1,2,63,54,63
1,1,2,79,79,83
1,1,2,70,69,84
3,1,2,86,82,75
2,1,2,73,69,76
1,1,2,43,50,59
3,1,2,51,51,47
3,2,1,73,73,68
5,2,2,80,74,75
3,2,2,73,74,70
2,2,2,80,73,65
2,2,2,77,77,74
6,1,2,71,76,80
4,1,3,60,60,53
3,2,2,65,70,59
5,1,2,58,57,54
1,1,1,74,75,71
5,2,2,99,100,94
2,1,2,49,50,40
1,2,2,72,69,71
1,2,2,82,77,71
1,1,1,65,54,68
6,2,1,78,77,72
4,1,2,98,94,89
2,1,3,62,62,70
2,1,2,87,81,80
4,2,2,94,100,79
2,2,1,96,91,82
4,1,2,49,44,56
6,2,1,83,91,70
2,1,2,57,54,67
6,1,3,70,63,72
3,1,2,71,70,60
2,2,3,44,54,54
3,1,2,63,67,62
5,2,1,90,90,87
3,2,1,67,66,73
6,2,2,68,69,61
2,1,2,68,70,56
5,2,1,93,89,80
3,2,1,62,63,65
1,1,3,73,71,70
5,1,3,71,69,71
4,1,2,80,85,80
3,1,1,87,79,77
3,1,1,79,74,94
2,1,1,72,69,47
6,1,3,84,82,82
3,1,2,65,63,75
3,2,1,70,77,70
2,2,3,52,57,50
3,2,1,92,92,77
3,1,2,54,52,62
4,1,2,77,76,81
1,1,2,69,62,65
1,1,2,48,57,61
2,1,1,54,50,47
4,1,2,96,94,100
3,1,2,95,93,83
3,2,2,72,75,51
3,1,1,63,62,71
1,2,2,75,77,79
3,1,3,85,78,70
1,1,2,58,58,43
3,2,2,70,77,74
4,1,2,56,62,53
4,1,1,72,76,71
3,1,1,79,79,64
3,1,1,56,57,70
1,1,2,71,64,66
3,2,1,85,85,77
5,2,2,86,93,79
1,2,2,52,45,56
4,1,2,71,64,62
5,2,1,92,94,77
5,1,2,71,64,55
4,1,2,67,76,62
3,1,2,66,71,73
5,2,2,63,54,48
1,2,2,55,53,60
5,2,1,96,98,95
5,1,2,30,33,42
2,1,2,64,60,71
4,2,3,93,98,92
6,2,2,73,78,72
2,1,2,75,67,59
3,2,1,81,75,87
3,1,2,87,83,64
6,2,2,65,66,70
5,2,2,100,100,87
5,1,3,65,71,77
4,1,2,63,59,70
4,2,2,69,72,64
2,1,3,85,85,99
1,2,2,57,54,54
1,2,3,59,54,51
3,1,2,56,61,51
1,1,2,51,44,52
1,1,2,77,74,63
1,1,3,79,76,56
3,1,2,53,43,57
3,2,1,57,49,34
3,1,2,67,61,55
3,1,2,83,93,80
5,1,3,51,48,53
1,2,2,54,57,42
4,2,1,65,60,67
3,2,1,82,88,67
5,1,2,62,57,57
3,1,2,89,84,76
1,2,3,65,69,71
1,2,2,76,77,83
2,1,2,75,66,68
3,1,3,64,55,69
6,1,2,69,66,70
4,1,2,50,49,58
2,1,3,52,52,58
3,2,1,99,99,83
5,1,3,58,57,54
3,1,2,49,54,71
3,2,1,94,96,99
1,1,3,63,59,71
2,2,1,84,86,89
3,1,1,74,67,74
4,1,2,85,78,82
3,1,2,86,87,75
1,1,2,66,70,69
3,1,2,74,77,73
3,2,2,96,96,95
2,1,2,43,48,61
2,1,1,49,44,51
2,1,2,46,45,43
6,1,2,68,73,68
6,2,2,72,73,69
1,2,1,61,56,62
2,1,3,76,77,75
1,1,2,66,70,66
3,1,1,75,67,68
3,1,2,86,75,71
1,2,2,59,56,50
6,2,2,56,54,40
1,1,2,64,70,70
2,1,2,85,81,72
3,1,1,74,72,65
1,2,3,56,60,69
2,1,2,56,56,58
4,1,1,50,55,62
4,1,1,86,78,68
3,1,1,90,89,83
6,1,2,84,76,73
3,1,3,40,41,32
3,2,1,90,98,95
4,1,1,37,36,42
1,1,2,82,94,84
2,1,2,58,53,46
1,1,2,75,61,73
3,1,2,60,55,69
3,2,2,89,93,89
1,1,2,62,62,56
2,1,2,62,60,59
3,2,2,93,98,83
6,1,2,78,77,62
3,1,2,36,31,35
4,2,2,84,87,81
4,2,2,73,73,63
5,2,2,100,100,93
4,1,2,53,54,52
6,1,2,68,70,62
1,2,3,71,76,64
4,1,2,57,59,66
5,1,1,88,86,73
1,2,2,99,100,83
6,1,3,57,57,62
6,1,2,92,88,76
1,1,2,76,75,60
1,1,2,39,30,35
1,1,2,82,90,76
1,1,3,63,66,59
3,1,2,86,84,94
4,2,2,67,65,62
1,1,2,58,57,72
4,1,3,62,69,57
2,1,3,82,86,80
3,2,2,49,51,51
1,1,2,74,73,65
4,2,1,50,49,51
2,1,2,66,62,75
4,1,1,31,20,20
5,2,2,53,61,43
6,2,2,95,94,87
1,1,2,74,71,82
4,2,2,62,68,69
6,1,3,86,89,80
3,1,2,73,83,76
1,1,1,82,82,72
6,1,3,69,73,90
2,1,2,83,80,89
6,1,3,85,79,85
3,1,1,63,59,66
5,1,2,57,59,58
3,1,2,63,69,52
1,1,2,74,76,66
4,1,1,84,83,96
1,1,2,96,88,79
3,1,3,60,68,58
4,1,2,78,78,85
1,1,2,69,64,78
4,1,2,64,58,63
4,1,2,60,62,70
5,1,2,90,92,89
3,1,3,88,79,88
4,1,2,64,65,61
6,1,3,45,53,48
5,1,2,67,68,77
3,1,2,73,67,63
4,1,3,76,74,66
3,1,2,90,78,90
2,2,1,63,64,65
2,2,2,81,77,83
3,1,3,85,82,100
4,1,2,63,67,68
2,2,2,98,94,93
3,2,2,80,90,71
4,1,2,71,65,69
5,1,2,54,51,59
2,1,1,57,49,50
3,1,1,44,45,39
2,1,2,74,73,66
4,1,1,47,50,49
1,2,2,78,75,88
1,1,2,58,55,64
3,1,1,58,55,47
3,1,3,55,43,59
6,1,2,42,38,43
4,1,2,78,72,64
1,2,1,88,87,73
6,1,1,45,39,28
4,1,2,51,45,59
3,2,2,50,50,62
1,2,2,37,45,47
4,1,2,51,47,58
1,1,2,56,58,51
1,2,2,100,94,100
3,1,2,45,42,36
1,1,1,33,31,26
2,1,2,67,61,71
5,1,2,93,86,91
4,1,1,78,72,75
2,2,2,68,67,58
3,1,3,78,78,85
5,1,2,72,70,85
2,1,1,37,30,44
4,1,2,73,66,61
3,2,2,98,100,92
4,1,2,69,69,75
4,2,2,60,56,53
2,2,2,72,74,67
3,1,1,75,71,70
1,1,1,71,67,71
1,1,2,75,77,66
2,1,1,68,63,83
4,1,1,79,77,81
6,1,2,48,50,42
1,1,2,39,41,26
2,1,2,55,51,43
1,2,2,59,57,43
5,1,1,79,67,83
5,2,2,71,77,62
3,1,3,50,41,52
1,2,2,84,90,84
2,2,1,57,66,71
2,1,2,72,70,80
1,1,2,66,62,72
2,2,2,66,56,69
4,1,3,66,69,77
3,1,2,71,77,70
5,1,3,65,67,78
3,1,2,40,37,42
6,1,2,43,50,48
1,2,1,82,88,72
4,1,3,81,76,84
4,2,3,86,95,86
1,2,1,59,63,70
3,1,2,48,48,51
4,1,2,67,68,71
4,1,2,74,69,59
3,2,2,95,99,90
3,1,2,64,58,62
4,1,2,49,45,65
3,1,3,51,52,48
2,2,2,94,100,86
5,1,3,87,86,95
1,1,2,62,61,75
6,1,3,85,82,58
5,2,1,73,76,70
4,1,2,70,70,62
1,1,2,62,67,79
1,1,2,70,78,78
6,2,2,95,97,95
1,2,1,71,72,65
3,1,2,80,81,80
2,1,1,51,52,60
2,2,1,82,84,67
1,2,2,65,68,70
2,1,3,52,40,45
3,2,3,76,82,84
4,1,2,77,68,76
1,1,1,72,72,82
4,2,2,89,90,100
1,1,2,79,75,77
5,1,3,57,53,52
3,2,1,85,90,74
2,1,2,76,75,79
1,2,2,58,57,54
4,2,3,67,70,59
4,1,3,66,66,52
2,1,1,69,64,70
3,1,2,73,79,67
6,2,1,82,79,84
6,2,1,75,65,50
4,1,2,68,70,70
3,1,3,37,39,43
4,1,1,55,54,56
3,2,1,52,52,36
1,1,2,86,80,81
3,1,2,53,49,49
6,1,3,83,94,95
2,1,2,66,61,61
5,1,1,64,62,62
1,2,2,69,67,73
3,1,2,65,63,63
3,1,2,74,73,75
1,2,2,62,64,56
5,1,1,69,66,74
3,1,2,81,79,74
4,1,1,74,71,78
2,1,2,88,78,82
3,2,2,69,68,63
1,1,2,79,73,61
3,2,1,88,91,80
5,1,2,49,47,54
3,1,1,52,43,47
3,2,1,86,91,91
5,1,1,92,92,79
4,1,2,96,90,80
1,1,2,59,54,65
3,1,2,35,30,29
2,2,3,62,68,44
3,1,2,78,84,68
4,1,2,84,86,82
2,2,2,100,99,95
1,1,2,61,56,67
1,1,3,47,43,32
2,2,2,68,69,63
2,1,2,50,45,53
2,1,2,74,69,75
3,1,1,67,66,56
2,2,1,61,55,44
2,1,1,96,92,91
2,2,2,80,79,91
3,2,2,81,80,97
2,1,1,79,70,56
1,1,1,67,72,81
4,1,2,70,67,68
3,1,1,66,62,71
2,2,2,67,68,66
4,1,2,73,78,59
1,1,2,48,47,36
3,2,2,57,57,52
3,1,1,46,42,47
4,1,1,92,86,75
4,1,2,61,65,61
2,2,3,69,67,76
4,1,1,65,62,53
5,2,2,60,62,60
1,1,2,81,81,65
6,1,2,63,63,56
1,1,1,25,14,12
4,1,1,86,89,78
2,2,3,65,62,62
4,1,2,51,56,69
4,1,2,81,79,92
5,1,3,70,69,72
1,1,2,68,70,65
3,1,2,58,57,44
1,2,2,56,48,39
6,2,3,79,83,62
3,1,2,74,77,73
1,1,2,62,56,58
4,1,1,71,63,77
1,2,2,61,62,58
6,2,1,76,81,74
4,2,2,88,86,85
1,2,2,76,78,69
2,2,2,88,90,82
1,1,2,70,68,81
5,1,1,52,55,43
3,2,3,88,84,75
2,2,2,95,94,76
4,1,2,56,55,64
4,1,1,68,67,61
6,1,2,80,77,76
1,2,2,61,66,58
4,2,2,79,77,70
3,2,2,78,74,71
2,1,3,82,82,74
2,1,1,46,49,45
1,1,1,58,57,66
2,1,2,78,73,68
3,1,2,92,88,73
3,1,3,69,65,76
4,1,2,90,89,85
1,1,1,58,51,51
4,1,1,63,52,52
2,1,1,78,71,83
5,1,1,51,49,53
3,1,2,48,44,34
6,1,2,81,79,69
3,2,2,77,78,58
2,1,2,64,66,76
1,1,3,63,64,61
3,1,2,49,45,51
1,2,1,76,87,64
2,2,2,76,75,76
4,2,1,70,64,61
3,1,2,87,86,82
3,1,1,54,55,45
3,2,2,78,80,74
1,1,3,39,45,50
4,1,2,94,92,93
5,2,1,68,67,74
5,2,2,92,90,93
2,2,2,63,54,59
6,1,2,85,85,76
1,1,2,77,70,57
3,1,2,63,64,53
4,2,2,66,71,75
2,1,1,71,74,66
5,1,2,98,97,83
4,1,2,57,69,53
5,2,1,68,70,58
1,1,1,80,80,65
2,2,2,60,64,49
2,2,3,69,67,75
6,1,2,86,80,80
1,2,1,63,64,68
3,2,2,83,85,75
2,1,2,63,66,54
2,1,1,59,60,56
3,2,1,54,59,66
3,1,2,68,60,66
3,1,2,70,64,69
2,1,3,64,65,58
2,2,2,74,79,59
2,1,2,56,50,57
5,1,1,98,94,91
5,1,2,82,71,85
3,2,1,87,94,83
4,1,3,69,67,78
3,1,1,64,61,48
3,1,2,64,69,76
5,1,2,67,66,57
5,2,2,97,100,87
3,2,1,66,63,59
4,2,2,77,75,73
4,2,2,60,68,51
1,1,1,72,72,83
4,1,2,100,98,92
3,2,3,63,73,72
6,2,3,100,100,91
1,1,2,82,77,71
2,2,3,59,65,56
4,1,2,93,89,99
4,2,2,76,71,86
2,2,2,79,72,73
5,1,1,91,86,88
5,1,2,68,66,52
1,2,2,72,71,80
2,1,2,87,79,81
2,1,2,81,75,90
3,2,2,77,74,69
3,1,3,75,69,65
2,1,3,73,74,69
4,1,3,72,67,62
5,2,2,92,92,78
3,1,1,70,66,59
3,1,2,54,45,44
3,1,2,73,66,74
2,1,2,59,58,46
3,1,2,64,57,71
2,1,2,70,66,74
4,1,1,69,64,75
1,2,2,78,69,57
3,2,1,75,77,76
5,1,2,78,73,83
2,2,2,64,61,63
3,1,1,57,57,51
1,1,1,67,62,76
3,1,3,87,79,95
2,2,2,75,78,57
3,1,2,59,52,58
4,1,2,59,56,62
2,1,1,51,54,60
6,1,2,91,85,75
5,1,2,81,75,81
3,1,1,56,53,49
3,1,1,78,73,85
3,1,2,88,87,80
6,2,3,88,97,94
1,2,2,55,56,47
4,1,3,70,75,75
5,1,2,77,71,76
5,2,2,67,64,76
6,1,2,76,65,65
3,1,2,70,69,74
3,1,2,77,75,88
3,1,2,61,54,63
3,1,2,63,60,63
4,2,1,46,51,55
4,2,3,96,100,85
2,1,2,54,50,41
2,2,2,80,82,81
3,2,2,83,82,69
3,1,2,64,70,75
4,2,2,91,91,86
3,1,1,71,60,72
4,2,1,73,73,75
3,1,3,87,82,72
1,1,2,71,65,72
1,2,3,64,63,63
2,1,3,84,83,71
2,1,1,48,49,42
3,2,2,87,82,74
3,1,2,83,79,86
5,1,1,82,84,92
6,1,2,72,77,54
4,1,3,47,41,46
3,1,2,52,49,64
2,1,3,46,58,45
2,2,1,62,65,70
2,1,1,38,32,50
1,2,1,53,51,58
6,1,3,75,77,68
3,1,2,74,70,67
5,1,2,76,79,78
2,1,1,77,81,74
1,1,2,12,15,33
4,1,2,60,55,57
1,2,2,90,92,85
1,1,2,75,75,62
2,1,2,79,78,71
4,1,2,67,62,62
5,1,1,71,66,65
3,2,1,59,67,67
6,2,1,68,75,80
4,1,1,74,76,60
3,1,1,75,78,70
3,2,2,61,67,69
1,2,2,96,97,97
3,1,2,66,57,63
4,1,2,47,47,51
5,1,2,49,51,48
4,1,1,69,69,80
3,1,2,81,82,83
5,1,2,46,48,49
2,1,2,72,65,63
3,1,2,60,61,51
1,2,2,69,76,69
2,2,1,94,95,79
4,2,1,75,81,87
3,2,2,61,66,39
2,1,2,83,82,61
2,1,3,52,52,50
3,1,1,56,60,54
1,1,2,60,59,65
3,2,2,54,58,47
6,1,2,100,100,87
3,1,1,67,71,56
3,1,2,49,52,50
5,1,2,85,86,85
3,1,2,100,93,88
3,1,2,69,66,59
4,1,3,76,72,74
1,1,2,52,41,51
6,1,2,85,84,75
6,1,1,65,60,60
5,2,2,75,74,64
3,1,2,100,92,81
2,1,3,75,79,79
1,2,2,47,47,53
2,1,3,59,59,51
1,1,1,82,78,77
4,2,1,90,95,93
2,1,3,57,66,66
2,1,1,56,44,60
3,2,1,96,100,89
3,2,3,83,86,77
2,1,2,52,45,50
2,1,2,57,51,60
4,2,2,52,52,53
6,1,2,91,91,86
2,2,2,72,72,47
1,2,2,51,56,45
5,1,2,95,95,81
3,1,2,71,75,94
2,2,1,79,76,66
5,1,3,75,62,83
2,1,2,47,50,58
4,1,2,61,59,65
3,1,2,55,54,51
3,2,1,65,64,66
2,1,2,78,70,82
3,1,2,53,56,58
3,1,1,63,65,60
2,2,1,79,75,77
4,1,1,78,76,74
4,1,3,81,83,84
2,1,1,67,68,67
1,1,3,55,60,73
3,2,3,82,82,51
3,1,2,82,82,83
1,2,1,82,88,83
6,1,2,92,100,97
3,2,2,58,65,56
3,2,1,74,77,84
2,1,2,51,46,56
3,2,2,81,89,73
2,2,1,64,64,49
1,1,2,78,77,68
2,1,1,74,78,83
2,2,1,74,70,51
3,1,2,69,68,71
3,2,2,75,79,71
3,1,3,79,79,86
2,1,1,76,67,83
2,1,1,65,69,62
3,1,1,82,75,75
1,1,2,56,52,49
1,1,1,65,53,67
3,1,2,77,67,73
1,2,2,90,94,83
3,2,2,63,65,72
1,2,3,60,58,42
3,1,1,34,41,41
2,1,2,64,60,66
3,1,1,77,74,81
2,1,2,62,55,53
4,1,2,53,46,45
3,1,3,59,66,61
4,1,1,99,93,95
2,2,1,68,75,79
3,1,3,64,61,74
5,1,2,81,87,91
2,1,1,54,53,54
2,1,1,75,68,64
4,1,1,82,77,69
6,1,1,58,55,47
1,2,1,84,82,63
1,2,3,65,66,79
4,1,3,77,69,77
4,1,2,51,46,45
4,1,3,63,61,61
2,2,2,88,86,79
6,2,2,92,89,81
1,2,2,66,74,65
4,1,2,56,54,64
1,2,1,80,79,92
1,1,2,58,56,37
3,1,2,75,71,59
5,1,3,75,73,84
2,2,1,83,88,82
2,2,3,99,95,97
1,2,3,83,80,83
3,1,2,60,56,75
2,1,2,82,76,77
3,1,2,74,74,63
3,1,2,66,67,70
2,2,2,70,69,61
2,1,2,70,69,65
1,2,3,80,76,76
1,2,1,61,68,53
3,1,2,59,54,60
6,2,2,84,77,75
5,1,2,64,59,78
2,1,2,47,42,46
1,1,3,75,71,74
6,1,3,84,86,73
2,1,1,94,92,72
4,1,1,83,73,94
6,1,3,89,88,88
1,1,3,73,64,55
2,1,1,69,63,59
1,1,2,61,61,56
6,2,3,84,80,62
4,1,3,38,39,45
2,2,2,60,60,57
2,2,2,70,72,60
1,2,3,67,72,68
1,2,2,62,57,47
1,1,2,62,54,52
1,1,2,81,68,74
3,1,2,83,83,75
5,1,1,71,71,61
4,1,1,85,76,67
5,2,2,90,97,100
3,1,3,64,67,62
2,2,2,70,73,58
2,2,2,74,78,65
3,2,3,75,77,77
3,1,1,62,54,67
3,2,3,72,75,75
3,1,2,67,66,64
2,2,2,81,77,74
3,2,2,96,100,94
3,1,1,53,55,48
3,1,1,50,54,68
3,1,2,77,70,89
4,2,3,77,78,65
3,1,3,53,50,59
3,1,2,82,82,76
3,1,2,57,56,53
1,1,2,71,72,72
2,1,1,61,66,77
5,1,2,66,67,49
1,2,2,78,74,80
4,1,2,67,71,59
4,1,2,86,75,80
3,1,2,63,60,77
6,2,2,85,83,93
4,2,1,76,74,65
2,1,2,63,62,66
2,1,2,63,64,75
1,1,2,45,40,51
2,1,1,81,85,70
1,1,1,54,51,41
5,1,1,66,57,52
2,1,2,80,78,73
4,2,1,89,87,81
3,1,2,95,98,97
4,2,1,79,76,81
2,1,2,72,68,62
3,2,2,59,61,53
4,2,2,99,98,96
1,1,2,77,69,65
4,1,2,73,69,55
4,1,1,54,54,68
4,1,2,61,60,63
1,1,2,61,54,57
2,2,2,56,51,32
5,1,2,90,87,87
5,1,2,65,65,52
6,1,2,86,83,77
4,1,2,70,64,58
3,2,1,84,84,85
4,1,1,50,53,55
4,1,1,83,78,70
5,2,2,74,83,64
1,2,2,55,60,56
1,1,2,60,55,59
1,1,2,75,75,55
4,1,2,60,64,67
4,1,1,53,44,57
3,2,2,76,71,73
5,1,2,84,83,75
3,1,2,47,43,48
5,1,2,71,76,59
4,2,2,75,83,80
1,1,2,38,31,37
1,1,3,74,70,84
5,1,3,57,55,42
1,1,1,48,37,47
4,1,2,64,62,56
5,1,1,66,64,63
1,1,2,67,64,48
3,1,1,49,44,50
6,1,2,74,78,73
3,1,3,65,66,75
3,1,2,66,70,46
4,1,3,98,100,93
4,1,2,64,56,67
3,2,2,94,85,81
1,2,3,88,85,88
5,1,2,46,50,44
5,1,2,63,60,65
4,1,2,92,90,81
3,2,3,66,67,80
3,1,3,77,71,61
3,2,3,84,77,81
1,1,1,64,62,53
1,1,2,72,64,66
3,2,1,87,92,99
2,1,2,74,68,77
3,2,2,83,89,72
1,2,2,77,75,58
1,2,2,77,75,78
5,2,2,76,82,58
1,1,1,62,63,54
4,1,1,68,73,65
3,2,2,91,90,79
3,1,2,65,66,69
3,2,1,88,91,80
4,1,2,75,69,69
2,1,2,59,53,49
4,2,3,63,64,78
3,1,2,57,59,54
5,2,1,92,87,93
2,1,1,73,75,64
3,2,2,69,72,59
3,1,2,89,91,85
2,1,2,28,25,35
2,2,1,47,52,33
1,1,2,93,79,90
1,1,2,68,72,61
2,1,1,46,38,30
3,2,2,80,80,74
1,1,2,49,47,62
5,2,2,77,85,69
2,1,2,74,69,73
1,1,2,91,87,83
2,1,2,50,55,54
4,1,3,80,70,77
3,1,2,64,64,72
3,2,3,66,66,66
4,1,2,100,98,97
2,1,1,59,58,45
3,1,2,48,49,47
5,2,2,100,100,97
3,1,2,41,37,43
1,1,2,79,78,75
3,2,3,97,100,95
4,1,2,55,47,53
1,1,3,48,44,52
2,2,1,78,70,69
3,1,1,68,61,69
2,1,2,40,45,35
6,1,2,90,90,74
4,2,2,49,50,50
6,2,2,100,100,89
1,2,1,76,69,80
4,1,2,81,72,91
1,1,1,52,51,59
4,2,1,53,51,59
3,1,2,68,73,86
4,2,3,64,65,66
5,1,2,96,94,72
3,1,3,59,57,59
1,1,2,72,67,58
1,2,2,56,54,63
5,1,2,49,46,51
3,2,2,100,100,100
2,1,2,76,76,67
3,1,1,74,75,68
3,1,2,80,74,82
3,1,2,67,60,55
4,2,1,84,89,76
4,2,3,97,98,97
3,1,2,62,67,79
6,1,2,93,94,97
4,1,2,90,84,94
6,1,3,100,100,90
2,1,2,56,57,60
2,1,2,91,88,78
4,2,2,60,60,40
3,2,3,64,64,55
2,1,2,73,64,69
2,2,2,63,67,57
6,1,1,54,49,51
3,1,1,72,74,85
2,1,3,51,46,44
3,1,2,77,76,84
4,1,2,56,54,60
2,1,3,89,94,86
3,1,3,83,94,89
4,2,2,74,76,62
1,2,1,70,77,63
1,2,2,62,61,69
1,1,1,61,49,62
2,1,2,71,61,73
3,1,3,95,99,100
3,1,2,50,50,55
2,1,1,77,78,67
5,2,2,61,66,65
3,1,2,52,49,41
3,2,2,69,71,81
2,2,3,63,56,40
5,1,1,69,67,70
2,2,2,56,60,59
4,2,2,91,100,87
2,1,1,86,82,72
2,2,2,65,60,51
1,2,1,80,89,71
3,1,3,48,40,63
5,1,1,55,41,54
1,1,3,60,55,61
2,2,2,53,56,48
1,1,3,51,46,49
2,1,2,72,73,73
3,1,3,58,59,60
5,1,2,66,69,64
3,2,2,72,74,79
3,2,2,76,77,60
3,1,1,43,28,39
4,2,2,78,76,82
2,2,2,75,71,52
3,1,1,56,49,60
1,2,3,73,78,73
1,2,2,75,73,67
5,2,2,75,82,69
3,1,2,66,66,58
3,1,2,66,66,49
4,1,2,59,59,46
6,1,2,74,67,69
1,1,1,80,82,70
2,2,1,86,92,78
2,1,2,74,76,83
2,1,2,61,57,62
3,1,1,46,45,50
3,1,3,70,71,51
4,2,2,59,65,73
4,1,1,91,79,94
5,1,1,94,88,95
1,2,2,59,60,56
3,1,1,48,48,44
1,1,3,64,68,70
4,2,2,90,93,74
2,1,2,60,56,51
1,2,2,62,68,76
3,1,2,95,87,77
5,1,1,74,67,86
2,1,3,67,60,57
3,1,1,41,42,45
2,1,2,40,39,46
1,2,1,63,61,49
3,1,1,71,74,65
6,1,2,85,80,80
1,1,2,46,48,55
1,2,1,57,56,66
6,1,1,43,39,45
3,1,2,91,92,83
2,1,3,77,67,80
2,2,2,100,99,91
4,1,1,62,64,41
2,1,2,59,51,45
2,1,2,58,60,64
1,1,1,73,66,80
6,1,2,65,55,65
5,2,2,78,77,87
3,2,3,89,98,82
1,1,1,89,86,74
4,2,2,82,88,68
1,1,3,74,76,93
3,1,1,55,47,57
4,1,3,50,53,59
3,1,2,79,79,81
3,1,2,73,66,77
1,1,2,63,57,76
3,2,2,68,70,69
6,1,3,65,67,68
2,1,3,47,45,58
1,1,2,57,54,43
3,2,2,98,95,88
2,2,2,74,74,73
1,1,3,35,30,16
5,2,1,77,81,87
5,1,2,86,87,79
3,1,2,71,78,57
6,1,2,59,59,55
1,2,1,53,48,38
3,2,1,47,46,43
3,1,2,69,72,64
2,1,2,57,57,56
4,2,1,56,57,61
3,1,3,92,84,91
4,2,1,43,47,43
3,1,2,62,69,70
3,2,3,50,56,60
5,1,2,61,58,54
2,2,2,80,71,65
6,1,3,91,91,94
1,1,3,61,61,63
1,1,3,89,87,59
1,1,2,60,61,65
2,2,2,47,47,55
2,1,2,86,88,72
5,1,1,60,60,77
1,1,1,19,18,26
3,1,2,56,50,57
5,1,3,88,87,98
4,1,2,85,81,81
3,1,1,77,75,64
1,2,1,62,67,68
5,1,1,54,56,51
1,2,1,37,43,30
2,1,3,48,46,51
3,2,2,53,58,51
5,2,2,96,99,88
3,1,1,43,41,39
1,2,1,78,78,80
1,1,2,53,49,60
1,2,2,64,59,63
6,1,3,100,100,100
4,1,2,89,87,91
5,1,1,81,83,93
3,1,1,65,61,58
1,1,3,46,48,34
3,1,1,66,69,87
1,1,1,73,65,61
3,1,3,63,69,62
5,2,2,71,71,62
5,1,2,47,51,53
2,1,2,87,84,80
2,1,2,59,61,60
4,1,1,71,68,64
3,1,1,58,44,41
1,1,3,49,47,45
3,1,2,75,76,58
5,1,2,50,49,40
5,1,2,55,55,42
3,1,3,94,92,79
3,1,2,68,60,63
4,1,2,86,80,64
1,2,3,81,80,73
4,1,2,59,63,58
