,ParentEduc,TestPrep,WklyStudyHours,ReadingScore,WritingScore,MathScore
24577,2,2,2,70,66,67
24578,4,1,2,57,56,45
24579,5,2,1,68,70,69
24580,4,1,2,49,47,57
24581,4,1,2,72,67,71
24582,5,2,2,91,91,76
24583,2,1,2,36,31,31
24584,2,1,2,81,83,79
24585,1,2,2,67,70,73
24586,5,1,3,80,83,78
24587,6,1,2,86,82,84
24588,5,2,3,100,100,100
24589,1,1,2,60,59,59
24590,1,1,2,54,49,63
24591,4,1,2,63,56,41
24592,6,2,2,99,98,100
24593,2,1,2,69,74,64
24594,3,1,2,68,68,63
24595,3,1,1,70,68,58
24596,3,1,2,92,93,100
24597,2,1,1,70,67,72
24598,5,2,3,78,72,70
24599,5,2,2,83,72,64
24600,3,1,1,66,67,64
24601,4,2,2,97,92,100
24602,4,2,2,87,91,86
24603,5,1,2,76,79,69
24604,5,1,1,69,70,69
24605,5,1,1,60,68,60
24606,3,2,2,72,75,63
24607,1,1,2,69,59,62
24608,3,1,3,60,55,61
24609,2,2,2,45,44,37
24610,3,2,1,80,83,79
24611,4,1,1,59,60,66
24612,3,1,2,77,73,84
24613,2,1,3,80,81,93
24614,2,1,2,65,57,59
24615,4,1,2,53,48,51
24616,4,1,2,56,56,58
24617,4,1,2,94,90,85
24618,5,1,2,59,61,57
24619,2,1,3,75,75,67
24620,4,1,2,58,62,78
24621,3,1,3,52,54,65
24622,2,2,2,52,51,43
24623,1,2,3,64,60,59
24624,3,1,2,59,50,60
24625,1,1,3,51,60,72
24626,2,1,1,63,60,56
24627,2,2,2,80,82,66
24628,1,1,1,72,65,60
24629,5,2,2,100,100,99
24630,1,2,1,91,95,83
24631,4,1,1,90,91,85
24632,5,2,3,85,82,82
24633,6,1,3,61,62,70
24634,1,1,2,56,49,52
24635,3,1,2,91,89,94
24636,4,1,2,60,61,55
24637,4,2,1,87,93,75
24638,1,1,2,55,57,70
24639,1,1,2,86,85,72
24640,2,2,2,64,69,50
24641,1,1,1,65,63,62
24642,3,1,2,70,75,69
24643,5,1,1,58,65,54
24644,2,2,2,79,76,73
24645,3,2,3,86,100,94
24646,4,2,1,81,78,77
24647,4,1,2,96,97,100
24648,3,2,2,90,92,76
24649,1,1,2,69,68,57
24650,4,1,2,86,75,80
24651,5,2,2,82,82,78
24652,2,2,2,79,85,88
24653,6,1,1,70,68,59
24654,4,1,2,67,73,79
24655,5,2,1,93,95,94
24656,2,1,2,64,62,69
24657,5,2,1,50,57,46
24658,1,2,2,65,63,47
24659,3,1,2,76,66,60
24660,4,1,1,91,82,91
24661,4,1,2,43,35,45
24662,3,1,2,78,79,79
24663,6,1,2,66,69,66
24664,4,1,2,65,71,67
24665,1,1,2,73,75,65
24666,2,1,2,63,67,58
24667,5,1,1,63,70,76
24668,3,2,2,78,80,67
24669,2,2,2,76,77,67
24670,4,2,2,79,78,56
24671,3,2,2,98,93,88
24672,1,1,2,57,51,49
24673,5,1,2,66,63,60
24674,3,1,3,73,72,77
24675,3,1,3,58,55,57
24676,5,1,2,63,59,53
24677,1,2,1,62,71,56
24678,3,1,2,77,71,66
24679,3,2,3,91,93,82
24680,3,1,1,76,77,72
24681,2,1,2,73,63,70
24682,3,1,2,63,63,50
24683,2,1,2,71,67,79
24684,5,2,2,70,71,78
24685,4,2,2,96,94,95
24686,3,2,2,80,82,89
24687,1,1,2,83,80,79
24688,3,1,2,78,78,66
24689,3,1,2,100,100,74
24690,2,2,1,80,82,81
24691,3,1,3,71,72,78
24692,3,1,1,71,65,70
24693,4,1,3,82,74,78
24694,3,1,1,61,59,43
24695,5,1,3,73,68,67
24696,3,1,2,53,49,60
24697,4,2,2,100,98,91
24698,1,1,2,72,72,54
24699,6,1,1,78,78,72
24700,4,2,1,80,85,73
24701,2,1,1,66,67,50
24702,4,1,1,81,85,79
24703,4,2,2,63,69,53
24704,6,1,1,71,79,83
24705,4,1,3,90,89,92
24706,3,2,2,37,35,43
24707,4,1,2,58,51,58
24708,1,1,1,57,56,69
24709,5,2,2,44,41,42
24710,3,2,1,70,63,62
24711,2,1,2,59,54,48
24712,1,1,2,64,65,54
24713,2,1,3,54,53,48
24714,2,1,3,84,78,84
24715,3,1,3,65,61,60
24716,6,1,1,76,69,72
24717,2,1,1,80,79,73
24718,1,2,2,100,97,82
24719,1,1,3,46,41,41
24720,2,1,2,54,55,37
24721,4,1,1,58,61,53
24722,1,2,2,59,46,50
24723,5,2,2,93,100,98
24724,3,1,2,65,66,56
24725,6,1,2,60,55,52
24726,1,1,1,74,67,74
24727,3,2,2,72,72,64
24728,2,2,2,73,76,80
24729,4,2,1,78,77,82
24730,4,1,1,87,80,71
24731,1,1,2,60,48,51
24732,3,2,2,89,83,80
24733,4,2,2,81,88,72
24734,1,1,3,86,80,84
24735,5,2,1,62,63,57
24736,4,1,3,77,70,77
24737,6,1,3,91,85,95
24738,3,1,2,93,84,74
24739,5,1,2,54,57,55
24740,4,1,2,72,69,67
24741,3,1,2,52,56,43
24742,4,1,1,61,53,64
24743,2,1,1,89,94,79
24744,5,1,2,76,76,89
24745,1,1,2,81,88,82
24746,3,1,2,66,65,61
24747,2,1,2,52,54,54
24748,2,2,1,63,71,51
24749,2,1,1,49,44,51
24750,2,2,3,60,71,59
24751,4,2,2,73,74,78
24752,1,1,2,69,59,58
24753,4,1,2,88,93,90
24754,3,1,2,65,60,71
24755,4,2,1,85,90,83
24756,5,2,2,66,69,61
24757,2,1,2,56,54,49
24758,2,1,1,41,35,63
24759,3,1,2,61,54,63
24760,2,1,2,84,76,98
24761,2,2,3,94,94,77
24762,1,1,1,77,71,60
24763,2,1,2,81,78,80
24764,1,2,2,79,77,82
24765,5,1,1,51,49,53
24766,5,1,1,48,50,45
24767,2,1,1,65,60,41
24768,1,2,2,64,66,69
24769,5,2,2,80,76,68
24770,1,2,2,40,38,49
24771,2,1,3,43,33,36
24772,5,1,1,57,53,57
24773,3,2,2,77,84,79
24774,4,2,2,68,67,63
24775,2,2,2,82,77,74
24776,2,1,2,60,51,66
24777,1,1,2,57,59,56
24778,1,1,1,57,48,52
24779,3,1,2,59,62,57
24780,3,2,1,87,88,73
24781,3,2,3,69,66,58
24782,3,1,1,73,76,72
24783,3,1,2,76,66,73
24784,4,1,2,64,59,52
24785,3,1,1,58,66,55
24786,4,1,1,42,48,46
24787,3,1,2,65,64,52
24788,3,1,1,61,50,62
24789,3,2,2,61,64,56
24790,5,1,3,71,78,75
24791,1,1,3,79,76,88
24792,5,1,2,90,94,100
24793,5,2,3,71,77,59
24794,2,2,2,75,76,62
24795,3,2,1,61,67,52
24796,5,1,3,83,82,79
24797,3,2,1,56,57,57
24798,1,1,2,74,66,59
24799,1,1,1,57,60,48
24800,3,1,3,80,77,69
24801,3,2,2,93,94,100
24802,3,1,2,73,67,72
24803,4,2,2,53,56,40
24804,4,2,3,66,72,59
24805,5,1,2,80,84,79
24806,3,1,2,56,52,51
24807,5,2,3,88,85,74
24808,2,1,1,85,78,87
24809,2,1,2,64,66,71
24810,4,2,2,53,52,48
24811,4,2,2,55,51,48
24812,4,1,3,53,52,42
24813,1,1,2,70,67,64
24814,4,2,2,58,65,54
24815,5,1,1,73,69,71
24816,5,1,2,78,71,76
24817,2,1,3,48,50,62
24818,1,1,2,63,62,67
24819,1,1,2,69,66,90
24820,2,2,2,84,87,63
24821,5,1,3,56,59,68
24822,4,1,2,52,49,57
24823,3,2,1,71,68,47
24824,4,1,2,80,77,61
24825,2,2,2,94,93,87
24826,3,1,2,60,56,69
24827,1,1,3,64,57,60
24828,5,2,2,54,62,53
24829,1,1,2,59,59,63
24830,4,1,2,59,55,63
24831,1,1,2,88,88,95
24832,5,2,3,94,97,82
24833,1,1,1,54,46,32
24834,4,1,3,65,66,73
24835,5,1,2,71,71,89
24836,3,2,2,63,62,54
24837,2,2,3,60,62,67
24838,3,1,3,87,82,83
24839,3,1,1,59,52,61
24840,3,1,1,68,71,80
24841,2,2,3,83,81,80
24842,2,1,2,61,59,57
24843,6,1,2,89,93,98
24844,2,1,1,64,63,47
24845,2,1,2,76,72,86
24846,5,1,2,74,76,78
24847,2,2,2,81,75,77
24848,3,1,1,72,68,64
24849,2,2,1,62,69,78
24850,1,2,2,62,62,41
24851,1,1,1,65,66,71
24852,5,1,2,89,90,80
24853,3,2,2,62,61,53
24854,1,1,2,62,61,58
24855,5,1,1,41,38,42
24856,4,2,2,87,76,63
24857,3,2,2,85,91,73
24858,5,1,1,69,67,70
24859,2,2,2,87,91,76
24860,2,1,2,65,65,47
24861,2,1,2,60,57,62
24862,3,1,1,52,49,54
24863,4,1,2,69,71,64
24864,4,2,3,80,89,78
24865,1,2,2,38,42,40
24866,4,1,2,65,72,62
24867,4,1,2,52,43,50
24868,6,1,3,51,44,47
24869,4,2,1,72,76,59
24870,5,1,2,64,65,65
24871,2,1,1,84,85,81
24872,3,2,2,83,76,78
24873,5,1,2,61,56,67
24874,2,2,2,61,65,75
24875,4,1,2,64,57,68
24876,3,2,2,58,60,63
24877,1,1,2,86,78,71
24878,3,1,2,53,55,59
24879,3,2,2,70,73,79
24880,2,1,2,57,51,60
24881,2,2,1,79,81,64
24882,2,1,1,66,66,78
24883,3,1,1,39,33,28
24884,1,1,2,49,48,56
24885,3,2,2,85,84,94
24886,4,1,1,91,94,82
24887,2,2,1,74,74,64
24888,4,1,2,56,53,53
24889,3,2,3,97,100,95
24890,6,2,2,89,99,73
24891,5,1,1,79,80,60
24892,1,1,3,53,62,59
24893,3,2,2,50,51,55
24894,1,1,2,52,45,52
24895,2,1,2,41,38,36
24896,6,2,2,67,65,74
24897,3,2,2,45,45,46
24898,3,1,2,95,88,89
24899,2,2,2,62,67,60
24900,3,1,3,50,53,59
24901,3,1,1,78,82,85
24902,3,1,2,68,63,66
24903,1,2,1,54,53,31
24904,4,1,2,75,70,80
24905,4,2,3,62,62,36
24906,2,1,2,92,89,81
24907,1,2,2,65,62,60
24908,5,1,1,69,66,74
24909,1,2,1,70,69,60
24910,5,1,3,69,66,77
24911,1,1,1,63,60,71
24912,3,2,2,88,85,77
24913,1,1,2,55,51,43
24914,1,1,3,41,44,36
24915,2,1,2,65,59,51
24916,3,1,1,79,73,83
24917,6,1,3,79,70,85
24918,3,2,1,84,80,73
24919,6,1,1,62,71,56
24920,3,1,2,37,43,28
24921,1,2,2,62,57,54
24922,5,1,2,58,59,60
24923,1,2,1,77,80,66
24924,1,1,1,84,78,64
24925,6,1,2,74,72,64
24926,3,1,2,68,69,56
24927,5,1,2,74,76,82
24928,4,1,2,64,67,56
24929,3,2,1,95,99,90
24930,1,2,1,80,77,70
24931,1,1,2,82,79,76
24932,2,1,1,49,53,40
24933,3,1,2,74,78,64
24934,1,2,3,77,79,79
24935,4,2,1,56,57,61
24936,3,1,2,87,84,91
24937,3,2,3,90,93,83
24938,2,1,2,59,66,48
24939,3,1,2,59,61,76
24940,1,1,2,53,54,47
24941,4,2,1,80,86,77
24942,2,1,2,75,77,72
24943,1,2,3,89,85,96
24944,2,2,2,73,80,72
24945,6,1,3,65,67,68
24946,2,2,1,79,75,77
24947,2,1,1,85,88,83
24948,1,1,2,58,54,74
24949,4,1,2,70,64,67
24950,1,1,2,69,62,65
24951,3,1,3,95,92,98
24952,2,2,2,73,73,74
24953,3,2,2,98,95,88
24954,4,1,2,71,72,62
24955,1,1,2,56,50,45
24956,3,1,1,91,93,99
24957,3,2,2,79,85,81
24958,5,1,2,70,67,64
24959,2,1,1,85,80,85
24960,3,1,1,82,89,82
24961,3,2,2,53,52,58
24962,3,1,2,62,64,62
24963,1,1,2,51,54,42
24964,2,1,1,75,66,53
24965,3,2,3,61,65,55
24966,4,1,1,44,48,47
24967,1,1,3,82,77,66
24968,1,2,2,93,88,74
24969,2,1,2,85,82,73
24970,4,1,3,77,76,81
24971,6,1,1,88,81,82
24972,3,2,1,69,68,51
24973,4,2,1,72,76,69
24974,2,1,2,63,62,66
24975,1,1,2,52,48,50
24976,5,1,2,67,74,76
24977,2,1,2,88,84,77
24978,4,1,1,52,56,59
24979,2,2,2,80,82,67
24980,2,1,2,67,64,59
24981,5,1,1,81,84,87
24982,2,1,2,55,50,43
24983,3,1,1,65,61,58
24984,3,1,1,41,42,35
24985,1,1,2,65,53,66
24986,5,1,2,71,69,76
24987,3,2,2,33,33,36
24988,3,2,2,72,76,61
24989,4,1,2,52,53,63
24990,4,1,2,63,60,66
24991,4,2,2,76,72,87
24992,1,1,2,69,63,74
24993,5,1,2,51,55,48
24994,2,1,2,54,43,59
24995,4,1,2,50,49,58
24996,3,1,3,81,73,74
24997,4,1,2,58,65,71
24998,4,1,3,65,69,74
24999,5,2,1,98,94,93
25000,5,1,2,61,65,63
25001,3,1,2,73,76,68
25002,5,1,2,63,67,55
25003,4,1,3,81,78,88
25004,1,2,3,57,54,63
25005,3,1,3,71,75,90
25006,3,2,2,99,97,84
25007,6,1,3,65,69,67
25008,3,1,2,42,39,36
25009,2,2,2,62,64,65
25010,4,1,3,85,86,78
25011,3,1,1,60,62,54
25012,4,1,2,78,72,86
25013,3,1,3,63,63,70
25014,2,1,2,49,53,51
25015,3,2,1,81,85,92
25016,2,1,1,60,65,61
25017,2,1,2,47,50,51
25018,1,1,2,41,41,54
25019,1,1,1,61,48,58
25020,5,2,2,81,84,66
25021,1,1,2,40,34,42
25022,4,1,2,66,63,74
25023,6,1,2,94,85,98
25024,2,1,2,73,65,73
25025,1,1,2,63,59,67
25026,3,1,3,74,76,73
25027,6,1,1,68,72,71
25028,2,2,2,95,92,97
25029,3,1,2,65,67,55
25030,2,1,1,96,88,95
25031,2,1,3,77,61,73
25032,2,1,2,64,66,61
25033,4,1,1,58,57,36
25034,1,2,2,61,62,55
25035,5,1,3,92,94,100
25036,3,1,3,95,99,100
25037,1,1,2,82,78,72
25038,4,1,2,65,71,69
25039,3,1,2,60,59,57
25040,3,1,2,60,62,69
25041,1,2,3,65,76,53
25042,4,1,3,74,82,66
25043,4,2,1,70,64,68
25044,1,1,1,49,48,56
25045,1,1,1,57,60,52
25046,2,1,1,67,72,59
25047,6,1,2,61,63,53
25048,4,1,2,89,87,95
25049,3,2,3,62,65,55
25050,1,1,2,79,72,69
25051,1,1,2,77,69,65
25052,4,2,1,69,82,64
25053,6,1,2,82,87,78
25054,1,2,1,55,53,58
25055,1,1,2,88,86,73
25056,3,2,2,40,43,35
25057,3,2,3,54,63,49
25058,2,1,2,49,42,47
25059,5,1,3,94,100,91
25060,6,1,2,76,65,65
25061,3,2,2,87,90,73
25062,4,1,2,59,64,46
25063,2,1,2,75,74,76
25064,4,2,2,94,89,96
25065,3,2,2,93,92,82
25066,3,1,3,88,88,69
25067,2,1,3,60,65,58
25068,3,1,1,40,39,49
25069,5,2,2,95,100,80
25070,2,2,1,80,83,63
25071,3,1,2,90,85,73
25072,3,1,2,72,69,64
25073,4,1,2,85,78,69
25074,3,1,1,65,62,46
25075,3,1,2,82,82,76
25076,3,2,2,66,74,74
25077,2,1,2,36,32,38
25078,3,1,2,84,85,86
25079,4,1,1,48,42,33
25080,3,1,1,83,85,89
25081,4,2,2,50,49,35
25082,4,1,2,48,45,53
25083,3,1,3,45,40,45
25084,2,1,3,59,66,61
25085,3,1,3,62,68,56
25086,4,1,2,65,64,59
25087,3,1,1,62,62,60
25088,1,1,3,81,76,84
25089,3,1,2,78,82,73
25090,4,1,2,72,77,70
25091,2,1,1,58,58,68
25092,4,1,2,77,74,87
25093,2,1,2,78,65,55
25094,2,1,2,76,68,76
25095,5,2,1,96,98,89
25096,2,2,2,77,74,67
25097,3,1,2,66,58,50
25098,2,1,2,59,51,45
25099,4,2,2,90,88,91
25100,2,1,2,43,40,42
25101,4,1,2,61,56,57
25102,3,1,2,80,70,90
25103,3,1,2,69,67,56
25104,2,1,2,61,69,65
25105,3,2,1,57,62,49
25106,1,2,1,78,77,87
25107,3,1,2,70,63,69
25108,4,2,1,90,95,85
25109,5,1,2,64,68,54
25110,3,1,2,47,48,45
25111,2,2,1,85,81,86
25112,2,1,2,91,80,74
25113,4,1,3,74,71,71
25114,3,1,2,83,77,72
25115,1,1,1,84,78,69
25116,5,1,1,60,52,39
25117,4,2,1,72,73,62
25118,3,2,1,91,92,91
25119,6,2,2,92,92,87
25120,4,1,1,57,54,60
25121,5,1,2,86,81,88
25122,5,2,2,90,97,100
25123,5,1,2,50,48,66
25124,6,1,2,90,84,84
25125,2,2,1,68,64,75
25126,2,1,3,60,54,58
25127,1,2,2,79,79,66
25128,2,1,2,82,82,70
25129,3,1,1,38,38,24
25130,4,1,2,72,64,47
25131,3,2,1,49,51,54
25132,4,2,2,83,91,77
25133,4,1,2,81,82,73
25134,3,1,2,69,65,66
25135,4,1,3,62,62,72
25136,1,2,2,94,93,90
25137,5,2,2,77,77,65
25138,3,1,2,56,50,57
25139,2,2,2,65,60,59
25140,1,2,2,65,64,67
25141,2,1,1,79,78,82
25142,4,1,3,55,58,59
25143,4,1,2,71,68,79
25144,3,1,1,67,72,74
25145,3,1,2,88,87,71
25146,4,1,3,75,74,83
25147,3,1,2,65,69,72
25148,2,1,2,71,68,72
25149,3,2,1,80,80,80
25150,4,2,1,88,90,67
25151,2,2,2,81,72,74
25152,6,1,2,61,67,75
25153,3,2,1,70,80,75
25154,6,1,2,56,64,47
25155,2,1,2,36,38,40
25156,1,1,1,60,66,45
25157,2,1,2,65,63,65
25158,1,2,2,100,100,94
25159,5,1,3,60,64,64
25160,6,1,2,83,87,97
25161,5,1,2,100,98,92
25162,4,1,1,43,42,52
25163,5,1,2,56,65,64
25164,3,1,2,81,83,85
25165,3,1,1,82,81,67
25166,1,2,2,68,72,66
25167,5,2,1,65,69,64
25168,4,1,2,37,35,33
25169,5,1,1,78,79,72
25170,2,1,3,77,72,76
25171,5,2,1,85,90,84
25172,1,1,3,63,66,66
25173,3,1,3,58,59,60
25174,4,2,1,55,58,35
25175,2,2,1,64,59,73
25176,6,1,1,81,73,86
25177,4,2,2,91,94,86
25178,4,1,2,70,69,52
25179,4,1,1,64,64,57
25180,2,1,2,54,50,42
25181,3,1,2,69,67,75
25182,4,1,1,80,73,85
25183,2,1,2,57,60,48
25184,5,1,2,55,54,65
25185,4,1,2,55,54,63
25186,2,1,2,78,64,80
25187,2,1,1,59,58,46
25188,2,1,2,81,75,90
25189,6,1,2,73,80,73
25190,1,2,1,82,80,74
25191,1,2,1,85,88,79
25192,3,1,2,44,45,44
25193,1,1,1,63,55,56
25194,5,1,2,82,85,80
25195,6,1,1,87,93,95
25196,3,1,2,66,62,55
25197,6,1,2,67,70,83
25198,3,1,1,62,63,50
25199,3,1,2,71,65,67
25200,1,2,1,28,34,39
25201,2,2,2,74,78,68
25202,1,1,3,61,59,66
25203,3,2,1,74,80,64
25204,4,1,2,56,55,67
25205,6,2,1,91,89,79
25206,2,1,3,72,63,85
25207,4,1,2,54,57,65
25208,2,1,2,63,59,52
25209,4,1,1,65,59,55
25210,3,2,2,90,85,76
25211,2,1,2,70,63,57
25212,6,1,1,65,64,75
25213,2,2,1,84,79,69
25214,1,1,2,48,51,35
25215,6,1,2,63,63,56
25216,4,2,3,45,43,39
25217,2,1,2,70,73,80
25218,5,1,2,70,69,78
25219,3,1,2,95,91,69
25220,4,1,2,61,59,75
25221,4,1,2,64,69,54
25222,1,2,2,73,77,56
25223,2,1,1,60,62,51
25224,2,1,2,65,56,49
25225,1,1,2,70,64,70
25226,4,1,1,82,77,60
25227,3,1,2,79,79,81
25228,5,1,3,80,84,81
25229,3,1,1,58,52,73
25230,3,1,2,74,73,60
25231,3,2,2,100,100,100
25232,3,1,2,65,67,79
25233,2,1,2,62,62,60
25234,2,1,1,45,47,33
25235,2,1,2,34,29,45
25236,3,1,2,49,44,48
25237,2,1,2,72,73,73
25238,2,1,2,75,74,67
25239,5,1,2,72,72,64
25240,3,1,3,62,63,74
25241,1,2,3,86,86,72
25242,4,1,3,54,49,61
25243,1,1,3,45,43,47
25244,4,1,2,89,96,96
25245,4,2,2,66,69,58
25246,3,1,2,61,66,71
25247,6,2,2,96,99,93
25248,1,1,2,73,65,59
25249,2,2,2,81,83,82
25250,1,2,3,81,78,85
25251,6,1,3,95,100,89
25252,4,1,3,67,66,74
25253,3,2,1,72,75,63
25254,2,1,2,51,50,56
25255,4,2,2,35,41,44
25256,5,2,2,85,95,97
25257,6,1,2,69,64,52
25258,3,2,2,80,87,74
25259,4,1,2,79,70,81
25260,2,1,2,53,49,36
25261,1,1,2,63,58,73
25262,3,1,2,90,87,79
25263,4,2,2,88,95,87
25264,3,1,2,95,94,98
25265,3,1,2,51,48,56
25266,1,2,2,65,64,47
25267,2,1,1,85,78,82
25268,3,2,2,98,100,100
25269,3,1,2,39,41,49
25270,6,1,3,58,58,78
25271,3,1,2,50,46,45
25272,6,2,2,62,66,53
25273,2,1,1,37,37,27
25274,3,1,2,52,49,66
25275,6,1,2,73,75,58
25276,3,1,1,56,53,47
25277,3,1,2,66,67,49
25278,1,2,2,51,51,48
25279,2,2,2,70,72,60
25280,4,1,1,54,53,56
25281,1,1,2,54,48,57
25282,2,1,2,71,75,63
25283,3,1,3,75,80,89
25284,3,1,2,62,59,64
25285,1,1,1,92,88,77
25286,1,1,2,66,59,64
25287,5,2,3,79,83,73
25288,4,2,1,75,69,78
25289,1,2,2,79,80,78
25290,6,1,2,69,62,66
25291,3,1,2,47,41,37
25292,2,1,2,65,69,63
25293,5,1,1,52,54,55
25294,2,1,3,52,48,42
25295,1,1,2,66,60,46
25296,2,2,3,76,77,75
25297,4,1,1,85,85,85
25298,5,1,2,49,48,61
25299,4,1,2,69,67,54
25300,6,1,3,60,50,59
25301,2,2,2,97,100,93
25302,3,1,3,69,68,82
25303,6,1,3,44,46,50
25304,3,1,2,62,69,71
25305,3,2,3,86,81,83
25306,3,1,1,74,78,84
25307,4,2,2,73,72,64
25308,1,1,3,56,62,62
25309,1,1,2,79,76,68
25310,4,1,2,60,58,64
25311,2,1,2,82,82,75
25312,4,1,3,51,51,46
25313,3,1,3,58,62,66
25314,3,2,2,62,64,54
25315,6,1,1,58,66,67
25316,3,2,1,53,58,50
25317,4,2,2,81,75,67
25318,3,2,3,40,41,40
25319,3,2,3,80,80,72
25320,2,1,2,59,60,66
25321,2,1,1,61,57,69
25322,3,1,3,78,81,71
25323,4,1,2,74,84,72
25324,2,1,3,74,69,79
25325,1,1,2,73,67,70
25326,1,1,3,58,58,44
25327,2,1,1,59,62,71
25328,5,1,2,100,92,78
25329,3,1,2,55,50,54
25330,5,2,2,56,53,50
25331,5,1,2,84,84,80
25332,2,1,2,52,46,36
25333,3,2,2,72,76,57
25334,2,1,2,90,87,92
25335,4,2,2,68,73,69
25336,4,2,3,65,67,59
25337,1,1,1,61,57,69
25338,5,1,2,77,75,94
25339,3,2,3,67,72,66
25340,2,1,2,80,75,78
25341,1,1,1,56,50,53
25342,3,1,2,44,45,48
25343,3,1,2,51,55,67
25344,1,2,2,41,42,51
25345,4,1,2,64,70,65
25346,3,1,3,73,69,86
25347,1,1,3,58,58,51
25348,5,1,2,62,57,56
25349,5,2,2,74,82,56
25350,3,2,2,61,67,66
25351,3,2,1,68,72,71
25352,1,2,3,64,64,53
25353,1,2,3,80,79,76
25354,3,1,1,62,57,55
25355,3,2,2,77,77,63
25356,4,1,1,70,63,64
25357,5,1,1,75,74,65
25358,1,1,2,56,56,69
25359,4,1,2,63,60,63
25360,6,1,1,60,63,67
25361,1,2,1,42,43,45
25362,3,1,2,74,80,65
25363,2,2,2,90,92,88
25364,2,1,2,50,41,54
25365,1,1,2,69,64,64
25366,4,2,1,66,69,48
25367,3,1,2,81,84,73
25368,3,1,2,85,80,72
25369,1,1,1,63,57,56
25370,3,2,2,69,64,61
25371,3,1,3,72,66,69
25372,1,1,1,63,54,46
25373,5,1,2,66,66,77
25374,3,1,2,65,61,54
25375,4,1,2,86,84,78
25376,6,1,2,78,77,59
25377,6,1,2,87,89,96
25378,5,1,2,88,89,88
25379,1,2,3,71,72,77
25380,1,1,3,39,39,39
25381,3,2,1,69,71,58
25382,2,2,2,62,60,63
25383,1,1,2,60,58,56
25384,2,1,2,52,49,38
25385,1,1,1,42,44,42
25386,2,1,2,95,95,86
25387,3,2,1,30,40,24
25388,3,1,3,86,74,85
25389,3,2,2,89,94,77
25390,1,2,2,50,43,41
25391,6,1,2,64,68,60
25392,2,1,1,84,87,67
25393,6,2,2,84,93,88
25394,3,1,2,75,73,70
25395,3,1,2,63,59,47
25396,3,2,1,61,64,57
25397,1,2,2,75,73,71
25398,4,2,2,87,84,77
25399,1,1,2,46,42,47
25400,2,1,1,64,61,59
25401,4,1,2,81,84,83
25402,1,1,3,63,59,77
25403,2,1,2,68,58,75
25404,1,1,2,69,61,53
25405,1,1,1,79,82,76
25406,4,1,1,62,63,66
25407,3,2,1,66,65,53
25408,4,1,2,84,83,72
25409,2,2,1,81,73,86
25410,1,1,2,63,55,69
25411,1,1,2,69,61,69
25412,6,1,3,69,67,88
25413,2,1,3,57,56,46
25414,3,2,1,71,72,75
25415,5,1,1,81,78,85
25416,4,1,3,69,70,71
25417,1,2,1,75,65,74
25418,3,1,1,72,69,71
25419,5,1,3,86,85,84
25420,3,2,2,100,100,87
25421,2,1,1,72,68,52
25422,3,2,2,73,81,77
25423,4,1,1,63,63,74
25424,5,1,1,74,70,55
25425,1,2,2,59,53,41
25426,4,2,2,59,55,67
25427,4,1,3,80,78,70
25428,1,1,1,61,58,49
25429,3,1,1,56,59,58
25430,3,1,1,63,68,55
25431,1,1,3,49,47,45
25432,3,1,3,83,83,90
25433,6,1,1,66,76,68
25434,3,1,2,61,59,67
25435,1,1,2,61,71,62
25436,5,1,1,60,61,51
25437,4,2,3,83,88,88
25438,5,1,2,91,92,76
25439,3,2,2,65,73,71
25440,3,1,2,76,79,82
25441,4,1,3,29,27,29
25442,3,2,1,56,58,45
25443,6,2,2,57,58,65
25444,3,1,1,56,49,59
25445,1,1,3,71,68,82
25446,5,2,1,59,57,55
25447,4,1,1,69,68,48
25448,2,1,2,62,62,62
25449,5,2,2,82,86,73
25450,4,1,2,66,70,70
25451,1,1,3,70,57,70
25452,1,1,3,72,64,60
25453,5,1,2,31,31,35
25454,4,1,2,57,63,73
25455,3,2,3,85,94,84
25456,1,1,2,74,67,76
25457,3,1,2,64,62,71
25458,3,1,1,87,89,85
25459,5,1,1,44,47,41
25460,3,1,1,86,88,74
25461,1,1,1,63,52,69
25462,4,1,2,75,69,58
25463,1,1,3,90,88,85
25464,1,2,2,72,71,70
25465,3,1,2,64,61,70
25466,2,2,2,82,84,64
25467,2,1,1,67,66,64
25468,6,1,1,49,54,47
25469,2,1,3,57,59,58
25470,3,2,1,75,65,79
25471,1,1,1,68,66,69
25472,6,1,2,79,67,65
25473,1,2,2,68,70,56
25474,3,1,2,60,53,55
25475,4,2,2,60,59,66
25476,1,1,3,81,80,99
25477,3,1,3,81,73,86
25478,3,2,3,87,92,86
25479,5,1,3,73,67,70
25480,4,1,1,76,71,55
25481,1,2,1,68,76,73
25482,2,2,2,62,59,58
25483,2,1,1,66,64,71
25484,3,1,3,51,52,54
25485,1,2,2,87,92,76
25486,3,1,3,64,70,64
25487,6,1,2,58,60,45
25488,4,1,2,61,55,64
25489,4,2,2,100,100,100
25490,6,2,2,87,96,83
25491,5,1,2,69,70,75
25492,1,1,3,70,67,65
25493,4,2,2,89,85,87
25494,2,1,1,72,74,83
25495,1,1,3,54,57,50
25496,1,1,1,65,67,72
25497,6,1,2,91,88,87
25498,1,2,1,76,69,80
25499,3,1,2,40,39,45
25500,4,1,3,55,63,51
25501,6,2,2,84,82,82
25502,2,1,3,57,61,63
25503,5,2,2,81,82,100
25504,2,1,1,48,42,40
25505,4,1,2,54,51,63
25506,2,2,3,92,90,96
